"code_loc","site_ID","DateTimeOriginal","question__species","question__count_median","capture_date_local","capture_time_local"
"KAR","KAR_A01","2017-11-02 08:01:10","jackalblackbacked",1,"2017-11-02","08:01:10"
"KAR","KAR_D04","2017-11-23 18:08:38","baboon",1,"2017-11-23","18:08:38"
"KAR","KAR_A01","2017-10-28 14:19:49","kudu",1,"2017-10-28","14:19:49"
"KAR","KAR_B02","2017-10-10 07:42:44","gemsbokoryx",1,"2017-10-10","07:42:44"
"KAR","KAR_A02","2018-01-29 20:16:54","kudu",1,"2018-01-29","20:16:54"
"KAR","KAR_D01","2018-02-02 11:48:43","gemsbokoryx",1,"2018-02-02","11:48:43"
"KAR","KAR_E02","2018-01-09 11:50:39","kudu",1,"2018-01-09","11:50:39"
"KAR","KAR_E01","2018-01-29 00:24:23","eland",1,"2018-01-29","00:24:23"
"KAR","KAR_D04","2017-12-01 18:25:53","steenbok",1,"2017-12-01","18:25:53"
"KAR","KAR_D01","2018-01-08 00:00:29","gemsbokoryx",1,"2018-01-08","00:00:29"
"KAR","KAR_D01","2017-12-17 23:32:33","steenbok",1,"2017-12-17","23:32:33"
"KAR","KAR_B02","2017-10-06 01:06:36","kudu",1,"2017-10-06","01:06:36"
"KAR","KAR_E03","2018-01-08 09:20:20","hare",1,"2018-01-08","09:20:20"
"KAR","KAR_B02","2017-12-20 07:02:39","gemsbokoryx",1,"2017-12-20","07:02:39"
"KAR","KAR_C02","2018-02-01 13:52:39","springbok",1,"2018-02-01","13:52:39"
"KAR","KAR_E03","2018-01-31 20:23:29","monkeyvervet",1,"2018-01-31","20:23:29"
"KAR","KAR_C02","2017-10-18 09:04:01","eland",1,"2017-10-18","09:04:01"
"KAR","KAR_D04","2017-11-24 01:41:26","hartebeestred",1,"2017-11-24","01:41:26"
"KAR","KAR_A01","2018-02-04 14:55:37","jackalblackbacked",1,"2018-02-04","14:55:37"
"KAR","KAR_A01","2017-12-01 06:30:57","zebramountain",1,"2017-12-01","06:30:57"
"KAR","KAR_B03","2017-12-10 13:00:07","birdother",1,"2017-12-10","13:00:07"
"KAR","KAR_D01","2017-10-17 18:28:56","kudu",1,"2017-10-17","18:28:56"
"KAR","KAR_B02","2018-01-19 19:04:47","hartebeestred",1,"2018-01-19","19:04:47"
"KAR","KAR_B03","2018-01-08 22:11:26","hare",1,"2018-01-08","22:11:26"
"KAR","KAR_D04","2018-02-02 06:43:02","gemsbokoryx",1,"2018-02-02","06:43:02"
"KAR","KAR_E01","2017-10-11 10:22:45","gemsbokoryx",1,"2017-10-11","10:22:45"
"KAR","KAR_E02","2018-01-05 01:20:55","hartebeestred",1,"2018-01-05","01:20:55"
"KAR","KAR_B03","2017-11-25 06:18:17","kudu",1,"2017-11-25","06:18:17"
"KAR","KAR_D01","2018-01-03 13:11:46","kudu",1,"2018-01-03","13:11:46"
"KAR","KAR_B02","2017-12-30 15:23:36","kudu",1,"2017-12-30","15:23:36"
"KAR","KAR_D04","2017-12-06 15:21:35","kudu",1,"2017-12-06","15:21:35"
"KAR","KAR_A02","2017-10-15 06:11:21","gemsbokoryx",1,"2017-10-15","06:11:21"
"KAR","KAR_B02","2017-12-03 05:12:01","springbok",1,"2017-12-03","05:12:01"
"KAR","KAR_E01","2017-11-04 14:42:34","birdother",1,"2017-11-04","14:42:34"
"KAR","KAR_A02","2018-01-27 09:13:38","gemsbokoryx",1,"2018-01-27","09:13:38"
"KAR","KAR_E03","2017-11-20 05:59:28","jackalblackbacked",1,"2017-11-20","05:59:28"
"KAR","KAR_B03","2018-01-25 12:03:37","steenbok",1,"2018-01-25","12:03:37"
"KAR","KAR_E03","2018-02-06 02:51:41","jackalblackbacked",1,"2018-02-06","02:51:41"
"KAR","KAR_B03","2017-10-31 15:42:00","gemsbokoryx",1,"2017-10-31","15:42:00"
"KAR","KAR_E01","2017-11-01 04:17:39","kudu",1,"2017-11-01","04:17:39"
"KAR","KAR_E01","2017-10-29 05:48:22","gemsbokoryx",1,"2017-10-29","05:48:22"
"KAR","KAR_D01","2018-01-04 22:46:33","hartebeestred",1,"2018-01-04","22:46:33"
"KAR","KAR_A01","2017-12-19 05:12:15","hartebeestred",1,"2017-12-19","05:12:15"
"KAR","KAR_B02","2018-01-14 10:19:18","hartebeestred",1,"2018-01-14","10:19:18"
"KAR","KAR_A01","2017-12-10 11:19:43","kudu",1,"2017-12-10","11:19:43"
"KAR","KAR_B03","2017-10-23 00:00:28","gemsbokoryx",1,"2017-10-23","00:00:28"
"KAR","KAR_A01","2017-12-25 10:00:24","porcupine",1,"2017-12-25","10:00:24"
"KAR","KAR_B03","2018-01-17 08:54:02","hartebeestred",1,"2018-01-17","08:54:02"
"KAR","KAR_C03","2017-12-10 03:55:44","kudu",1,"2017-12-10","03:55:44"
"KAR","KAR_E03","2018-01-29 11:12:59","eland",2,"2018-01-29","11:12:59"
"KAR","KAR_B01","2017-12-30 19:03:59","gemsbokoryx",1,"2017-12-30","19:03:59"
"KAR","KAR_C02","2018-01-05 01:24:51","kudu",1,"2018-01-05","01:24:51"
"KAR","KAR_B03","2017-10-06 07:07:49","gemsbokoryx",1,"2017-10-06","07:07:49"
"KAR","KAR_B03","2017-12-02 01:27:02","baboon",1,"2017-12-02","01:27:02"
"KAR","KAR_E03","2018-01-29 01:00:08","baboon",1,"2018-01-29","01:00:08"
"KAR","KAR_A01","2018-01-05 00:46:06","zebramountain",1,"2018-01-05","00:46:06"
"KAR","KAR_D03","2018-01-15 01:29:22","gemsbokoryx",1,"2018-01-15","01:29:22"
"KAR","KAR_B03","2017-12-30 17:23:07","jackalblackbacked",1,"2017-12-30","17:23:07"
"KAR","KAR_D01","2017-12-11 22:12:46","kudu",1,"2017-12-11","22:12:46"
"KAR","KAR_E01","2017-11-15 12:15:27","kudu",1,"2017-11-15","12:15:27"
"KAR","KAR_B03","2018-01-06 06:12:26","eland",1,"2018-01-06","06:12:26"
"KAR","KAR_E03","2017-11-01 09:43:06","gemsbokoryx",1,"2017-11-01","09:43:06"
"KAR","KAR_E03","2018-01-12 14:33:31","baboon",1,"2018-01-12","14:33:31"
"KAR","KAR_D03","2017-10-21 22:56:22","duikercommon",1,"2017-10-21","22:56:22"
"KAR","KAR_A01","2018-01-04 10:58:18","gemsbokoryx",1,"2018-01-04","10:58:18"
"KAR","KAR_D03","2018-01-28 19:08:42","springbok",1,"2018-01-28","19:08:42"
"KAR","KAR_B02","2018-01-27 14:35:58","kudu",1,"2018-01-27","14:35:58"
"KAR","KAR_A02","2018-01-12 12:05:23","reedbuckmountain",1,"2018-01-12","12:05:23"
"KAR","KAR_B02","2018-01-04 05:32:53","kudu",1,"2018-01-04","05:32:53"
"KAR","KAR_D01","2017-12-09 17:39:29","kudu",1,"2017-12-09","17:39:29"
"KAR","KAR_B02","2017-10-27 09:07:43","birdother",1,"2017-10-27","09:07:43"
"KAR","KAR_A01","2017-12-04 06:31:00","eland",1,"2017-12-04","06:31:00"
"KAR","KAR_B03","2017-12-06 15:52:04","gemsbokoryx",1,"2017-12-06","15:52:04"
"KAR","KAR_D01","2018-01-10 11:22:59","kudu",1,"2018-01-10","11:22:59"
"KAR","KAR_E01","2017-12-27 14:09:50","springbok",1,"2017-12-27","14:09:50"
"KAR","KAR_D04","2018-01-12 13:08:40","eland",1,"2018-01-12","13:08:40"
"KAR","KAR_B03","2018-01-12 06:33:27","kudu",1,"2018-01-12","06:33:27"
"KAR","KAR_B02","2017-10-28 05:39:36","baboon",1,"2017-10-28","05:39:36"
"KAR","KAR_E01","2017-10-07 21:42:04","zebramountain",1,"2017-10-07","21:42:04"
"KAR","KAR_B02","2017-11-26 15:18:35","kudu",1,"2017-11-26","15:18:35"
"KAR","KAR_A02","2018-01-24 18:06:23","kudu",1,"2018-01-24","18:06:23"
"KAR","KAR_B03","2017-12-07 18:32:00","eland",1,"2017-12-07","18:32:00"
"KAR","KAR_E01","2017-12-14 15:16:46","eland",1,"2017-12-14","15:16:46"
"KAR","KAR_B01","2017-12-07 05:44:57","kudu",2,"2017-12-07","05:44:57"
"KAR","KAR_B03","2017-11-28 20:27:03","gemsbokoryx",1,"2017-11-28","20:27:03"
"KAR","KAR_A01","2018-01-12 12:22:20","jackalblackbacked",1,"2018-01-12","12:22:20"
"KAR","KAR_B01","2018-01-28 19:33:08","gemsbokoryx",1,"2018-01-28","19:33:08"
"KAR","KAR_D03","2017-10-20 05:54:49","eland",1,"2017-10-20","05:54:49"
"KAR","KAR_B03","2017-10-29 03:42:04","zebramountain",1,"2017-10-29","03:42:04"
"KAR","KAR_D01","2017-11-25 08:07:26","monkeyvervet",1,"2017-11-25","08:07:26"
"KAR","KAR_B03","2017-10-09 17:36:05","wildebeestblue",1,"2017-10-09","17:36:05"
"KAR","KAR_B02","2018-01-30 23:29:12","kudu",1,"2018-01-30","23:29:12"
"KAR","KAR_A02","2018-01-04 20:31:43","bustardkori",2,"2018-01-04","20:31:43"
"KAR","KAR_C02","2017-11-01 05:43:57","kudu",2,"2017-11-01","05:43:57"
"KAR","KAR_B03","2018-01-06 17:23:38","eland",1,"2018-01-06","17:23:38"
"KAR","KAR_C02","2017-11-27 15:42:09","hartebeestred",1,"2017-11-27","15:42:09"
"KAR","KAR_B02","2017-11-11 03:55:25","kudu",1,"2017-11-11","03:55:25"
"KAR","KAR_A01","2017-10-29 15:40:48","springbok",1,"2017-10-29","15:40:48"
"KAR","KAR_B03","2018-01-26 11:26:31","ostrich",1,"2018-01-26","11:26:31"
"KAR","KAR_A01","2018-01-08 13:39:37","kudu",1,"2018-01-08","13:39:37"
"KAR","KAR_E03","2018-02-03 11:06:06","hartebeestred",1,"2018-02-03","11:06:06"
"KAR","KAR_B01","2017-12-10 03:28:48","gemsbokoryx",1,"2017-12-10","03:28:48"
"KAR","KAR_E01","2017-12-19 06:20:54","jackalblackbacked",1,"2017-12-19","06:20:54"
"KAR","KAR_C02","2018-01-10 19:13:38","jackalblackbacked",1,"2018-01-10","19:13:38"
"KAR","KAR_D03","2017-10-27 06:56:21","birdother",1,"2017-10-27","06:56:21"
"KAR","KAR_D01","2018-01-16 22:34:38","gemsbokoryx",1,"2018-01-16","22:34:38"
"KAR","KAR_B02","2017-10-10 20:15:47","bustardludwigs",1,"2017-10-10","20:15:47"
"KAR","KAR_B02","2018-01-04 23:48:00","eland",1,"2018-01-04","23:48:00"
"KAR","KAR_A01","2017-10-05 18:25:04","springbok",1,"2017-10-05","18:25:04"
"KAR","KAR_B03","2017-11-29 15:56:35","gemsbokoryx",1,"2017-11-29","15:56:35"
"KAR","KAR_A01","2017-12-03 13:23:22","birdother",2,"2017-12-03","13:23:22"
"KAR","KAR_D04","2017-12-06 05:16:43","gemsbokoryx",1,"2017-12-06","05:16:43"
"KAR","KAR_E01","2018-01-31 19:48:33","springbok",1,"2018-01-31","19:48:33"
"KAR","KAR_C02","2018-01-28 16:11:45","kudu",1,"2018-01-28","16:11:45"
"KAR","KAR_A02","2017-12-15 23:44:11","kudu",2,"2017-12-15","23:44:11"
"KAR","KAR_B03","2017-10-16 07:42:01","duikercommon",1,"2017-10-16","07:42:01"
"KAR","KAR_B03","2018-01-29 11:43:03","hartebeestred",1,"2018-01-29","11:43:03"
"KAR","KAR_C02","2017-12-19 16:29:01","gemsbokoryx",1,"2017-12-19","16:29:01"
"KAR","KAR_E01","2017-10-22 07:29:51","duikercommon",2,"2017-10-22","07:29:51"
"KAR","KAR_E01","2017-12-04 18:28:06","jackalblackbacked",2,"2017-12-04","18:28:06"
"KAR","KAR_D01","2018-01-30 07:20:54","eland",2,"2018-01-30","07:20:54"
"KAR","KAR_E01","2017-11-19 11:54:14","kudu",1,"2017-11-19","11:54:14"
"KAR","KAR_D01","2018-01-28 05:15:47","zebramountain",2,"2018-01-28","05:15:47"
"KAR","KAR_C02","2017-12-19 10:31:19","gemsbokoryx",1,"2017-12-19","10:31:19"
"KAR","KAR_D04","2017-10-07 11:17:52","kudu",1,"2017-10-07","11:17:52"
"KAR","KAR_A01","2017-10-10 18:09:12","hartebeestred",1,"2017-10-10","18:09:12"
"KAR","KAR_A01","2017-11-22 08:33:42","eland",1,"2017-11-22","08:33:42"
"KAR","KAR_E02","2018-02-05 14:48:12","steenbok",1,"2018-02-05","14:48:12"
"KAR","KAR_A02","2017-10-17 07:34:50","gemsbokoryx",1,"2017-10-17","07:34:50"
"KAR","KAR_A01","2018-02-02 13:30:15","hartebeestred",2,"2018-02-02","13:30:15"
"KAR","KAR_B03","2017-12-11 20:01:42","kudu",1,"2017-12-11","20:01:42"
"KAR","KAR_B03","2017-10-07 01:50:16","hartebeestred",2,"2017-10-07","01:50:16"
"KAR","KAR_B03","2017-10-09 01:05:33","baboon",1,"2017-10-09","01:05:33"
"KAR","KAR_C02","2017-12-29 04:53:47","kudu",2,"2017-12-29","04:53:47"
"KAR","KAR_C02","2017-12-21 16:00:05","steenbok",1,"2017-12-21","16:00:05"
"KAR","KAR_D01","2017-11-09 17:00:35","gemsbokoryx",1,"2017-11-09","17:00:35"
"KAR","KAR_D03","2017-11-15 07:52:50","springbok",1,"2017-11-15","07:52:50"
"KAR","KAR_C03","2018-01-15 22:17:37","gemsbokoryx",1,"2018-01-15","22:17:37"
"KAR","KAR_B02","2017-10-08 00:46:53","gemsbokoryx",1,"2017-10-08","00:46:53"
"KAR","KAR_E01","2017-12-01 22:13:14","gemsbokoryx",1,"2017-12-01","22:13:14"
"KAR","KAR_B02","2018-02-03 04:13:18","porcupine",1,"2018-02-03","04:13:18"
"KAR","KAR_B02","2017-12-21 16:30:07","gemsbokoryx",1,"2017-12-21","16:30:07"
"KAR","KAR_D04","2017-12-29 13:52:53","gemsbokoryx",1,"2017-12-29","13:52:53"
"KAR","KAR_A01","2017-10-21 23:36:11","springbok",1,"2017-10-21","23:36:11"
"KAR","KAR_D01","2017-11-19 16:36:56","eland",1,"2017-11-19","16:36:56"
"KAR","KAR_C02","2018-01-28 07:46:25","gemsbokoryx",1,"2018-01-28","07:46:25"
"KAR","KAR_B02","2018-01-03 07:39:36","jackalblackbacked",1,"2018-01-03","07:39:36"
"KAR","KAR_C02","2018-02-01 18:19:27","baboon",1,"2018-02-01","18:19:27"
"KAR","KAR_A01","2018-01-08 19:38:04","baboon",1,"2018-01-08","19:38:04"
"KAR","KAR_D03","2017-12-20 09:09:53","gemsbokoryx",1,"2017-12-20","09:09:53"
"KAR","KAR_A01","2017-11-29 13:06:24","eland",1,"2017-11-29","13:06:24"
"KAR","KAR_A01","2017-10-21 17:44:35","gemsbokoryx",1,"2017-10-21","17:44:35"
"KAR","KAR_D04","2017-10-14 21:57:04","eland",1,"2017-10-14","21:57:04"
"KAR","KAR_A02","2017-11-01 10:53:36","eland",1,"2017-11-01","10:53:36"
"KAR","KAR_B01","2017-11-21 14:36:11","eland",1,"2017-11-21","14:36:11"
"KAR","KAR_A01","2018-01-22 17:34:04","zebraburchells",1,"2018-01-22","17:34:04"
"KAR","KAR_E03","2018-01-25 07:28:54","steenbok",1,"2018-01-25","07:28:54"
"KAR","KAR_B03","2018-01-29 18:07:38","kudu",2,"2018-01-29","18:07:38"
"KAR","KAR_D04","2018-01-12 13:35:15","springbok",1,"2018-01-12","13:35:15"
"KAR","KAR_B02","2017-12-03 00:40:37","springbok",1,"2017-12-03","00:40:37"
"KAR","KAR_B01","2017-10-13 08:55:23","gemsbokoryx",1,"2017-10-13","08:55:23"
"KAR","KAR_E02","2017-12-04 07:01:34","zebramountain",1,"2017-12-04","07:01:34"
"KAR","KAR_B03","2017-12-03 07:10:39","springbok",1,"2017-12-03","07:10:39"
"KAR","KAR_A01","2017-12-10 04:34:36","gemsbokoryx",1,"2017-12-10","04:34:36"
"KAR","KAR_A01","2018-01-12 14:10:18","eland",1,"2018-01-12","14:10:18"
"KAR","KAR_A01","2017-10-21 21:36:39","gemsbokoryx",1,"2017-10-21","21:36:39"
"KAR","KAR_D04","2018-01-03 22:57:31","hartebeestred",1,"2018-01-03","22:57:31"
"KAR","KAR_A02","2018-01-03 19:42:10","hartebeestred",1,"2018-01-03","19:42:10"
"KAR","KAR_B01","2017-11-21 04:23:19","springbok",1,"2017-11-21","04:23:19"
"KAR","KAR_D01","2017-12-22 08:50:52","eland",1,"2017-12-22","08:50:52"
"KAR","KAR_D04","2018-01-04 20:59:13","jackalblackbacked",2,"2018-01-04","20:59:13"
"KAR","KAR_D04","2017-10-15 03:42:00","gemsbokoryx",1,"2017-10-15","03:42:00"
"KAR","KAR_A01","2017-12-02 19:08:04","zebramountain",1,"2017-12-02","19:08:04"
"KAR","KAR_B03","2017-10-13 04:42:44","kudu",2,"2017-10-13","04:42:44"
"KAR","KAR_E02","2018-01-22 11:40:38","hare",1,"2018-01-22","11:40:38"
"KAR","KAR_A02","2017-12-01 15:56:54","zebramountain",1,"2017-12-01","15:56:54"
"KAR","KAR_A02","2017-11-29 15:36:04","hartebeestred",1,"2017-11-29","15:36:04"
"KAR","KAR_B01","2018-02-01 06:00:57","gemsbokoryx",1,"2018-02-01","06:00:57"
"KAR","KAR_E01","2017-10-08 16:28:27","kudu",1,"2017-10-08","16:28:27"
"KAR","KAR_D03","2018-01-25 09:58:38","kudu",1,"2018-01-25","09:58:38"
"KAR","KAR_B02","2018-02-01 07:12:41","kudu",1,"2018-02-01","07:12:41"
"KAR","KAR_A01","2017-12-14 17:09:05","gemsbokoryx",1,"2017-12-14","17:09:05"
"KAR","KAR_B02","2018-01-02 10:05:44","eland",1,"2018-01-02","10:05:44"
"KAR","KAR_B02","2018-01-08 06:03:02","hartebeestred",1,"2018-01-08","06:03:02"
"KAR","KAR_E02","2017-10-08 00:33:29","springbok",1,"2017-10-08","00:33:29"
"KAR","KAR_A01","2017-12-19 08:53:31","springbok",1,"2017-12-19","08:53:31"
"KAR","KAR_B03","2017-12-12 21:09:35","gemsbokoryx",1,"2017-12-12","21:09:35"
"KAR","KAR_A01","2017-12-26 04:21:48","gemsbokoryx",1,"2017-12-26","04:21:48"
"KAR","KAR_B02","2017-12-01 18:56:19","kudu",1,"2017-12-01","18:56:19"
"KAR","KAR_B02","2017-10-23 22:13:55","baboon",1,"2017-10-23","22:13:55"
"KAR","KAR_B03","2017-10-29 19:38:15","birdother",1,"2017-10-29","19:38:15"
"KAR","KAR_B03","2017-10-26 11:07:57","jackalblackbacked",2,"2017-10-26","11:07:57"
"KAR","KAR_E03","2017-11-21 08:27:50","hare",1,"2017-11-21","08:27:50"
"KAR","KAR_C03","2017-11-13 02:26:55","zebramountain",2,"2017-11-13","02:26:55"
"KAR","KAR_E03","2017-10-20 14:34:11","kudu",2,"2017-10-20","14:34:11"
"KAR","KAR_D04","2017-12-03 05:45:43","zebramountain",1,"2017-12-03","05:45:43"
"KAR","KAR_B02","2017-12-10 13:31:01","zebramountain",1,"2017-12-10","13:31:01"
"KAR","KAR_E03","2017-10-08 01:18:52","gemsbokoryx",2,"2017-10-08","01:18:52"
"KAR","KAR_B03","2017-11-19 07:23:54","eland",1,"2017-11-19","07:23:54"
"KAR","KAR_B02","2017-12-19 10:35:00","baboon",1,"2017-12-19","10:35:00"
"KAR","KAR_A01","2017-12-27 08:51:29","gemsbokoryx",1,"2017-12-27","08:51:29"
"KAR","KAR_B02","2017-12-25 17:33:53","kudu",1,"2017-12-25","17:33:53"
"KAR","KAR_A01","2018-01-29 14:19:46","kudu",1,"2018-01-29","14:19:46"
"KAR","KAR_B03","2017-12-03 01:28:37","gemsbokoryx",1,"2017-12-03","01:28:37"
"KAR","KAR_B02","2017-12-02 06:15:01","gemsbokoryx",1,"2017-12-02","06:15:01"
"KAR","KAR_B02","2017-12-29 11:21:15","kudu",1,"2017-12-29","11:21:15"
"KAR","KAR_B03","2018-01-04 15:25:42","zebramountain",1,"2018-01-04","15:25:42"
"KAR","KAR_D04","2017-12-19 21:59:22","eland",3,"2017-12-19","21:59:22"
"KAR","KAR_D04","2018-01-02 06:13:24","hartebeestred",1,"2018-01-02","06:13:24"
"KAR","KAR_B02","2017-12-22 17:46:12","gemsbokoryx",1,"2017-12-22","17:46:12"
"KAR","KAR_B03","2018-01-26 20:47:09","gemsbokoryx",2,"2018-01-26","20:47:09"
"KAR","KAR_D03","2017-12-06 14:42:00","springbok",1,"2017-12-06","14:42:00"
"KAR","KAR_D03","2018-01-21 10:47:39","kudu",1,"2018-01-21","10:47:39"
"KAR","KAR_B02","2017-11-29 12:38:13","bustardkori",1,"2017-11-29","12:38:13"
"KAR","KAR_A01","2018-01-28 06:45:29","foxbateared",1,"2018-01-28","06:45:29"
"KAR","KAR_A01","2018-01-29 12:31:23","steenbok",1,"2018-01-29","12:31:23"
"KAR","KAR_C02","2017-10-11 14:35:11","baboon",1,"2017-10-11","14:35:11"
"KAR","KAR_E03","2018-01-21 02:59:47","steenbok",1,"2018-01-21","02:59:47"
"KAR","KAR_E03","2018-02-03 16:32:06","duikercommon",1,"2018-02-03","16:32:06"
"KAR","KAR_A01","2017-11-18 19:14:06","gemsbokoryx",1,"2017-11-18","19:14:06"
"KAR","KAR_D01","2017-12-28 15:33:20","duikercommon",1,"2017-12-28","15:33:20"
"KAR","KAR_C03","2017-10-20 03:15:10","gemsbokoryx",1,"2017-10-20","03:15:10"
"KAR","KAR_C03","2017-12-08 18:28:35","reedbuckmountain",1,"2017-12-08","18:28:35"
"KAR","KAR_B02","2018-02-05 04:09:07","steenbok",1,"2018-02-05","04:09:07"
"KAR","KAR_F02","2017-12-27 15:53:00","kudu",1,"2017-12-27","15:53:00"
"KAR","KAR_B02","2017-10-28 12:40:04","gemsbokoryx",2,"2017-10-28","12:40:04"
"KAR","KAR_D04","2018-01-13 06:49:49","kudu",1,"2018-01-13","06:49:49"
"KAR","KAR_B03","2017-10-31 17:58:03","baboon",1,"2017-10-31","17:58:03"
"KAR","KAR_E01","2017-12-27 20:32:35","zebramountain",1,"2017-12-27","20:32:35"
"KAR","KAR_E02","2017-10-13 01:06:00","jackalblackbacked",1,"2017-10-13","01:06:00"
"KAR","KAR_D04","2017-11-15 03:08:08","duikercommon",1,"2017-11-15","03:08:08"
"KAR","KAR_B03","2018-02-03 06:16:16","kudu",1,"2018-02-03","06:16:16"
"KAR","KAR_E03","2017-10-21 11:12:06","birdother",1,"2017-10-21","11:12:06"
"KAR","KAR_B03","2017-10-18 17:22:31","gemsbokoryx",1,"2017-10-18","17:22:31"
"KAR","KAR_B03","2017-12-19 08:03:50","gemsbokoryx",1,"2017-12-19","08:03:50"
"KAR","KAR_C02","2017-12-30 06:32:04","gemsbokoryx",1,"2017-12-30","06:32:04"
"KAR","KAR_A01","2018-01-05 07:43:31","kudu",1,"2018-01-05","07:43:31"
"KAR","KAR_E01","2017-10-18 08:19:15","gemsbokoryx",1,"2017-10-18","08:19:15"
"KAR","KAR_C03","2017-12-20 00:49:08","gemsbokoryx",1,"2017-12-20","00:49:08"
"KAR","KAR_B01","2017-12-22 18:56:07","eland",1,"2017-12-22","18:56:07"
"KAR","KAR_D01","2017-12-27 22:31:10","eland",1,"2017-12-27","22:31:10"
"KAR","KAR_B02","2017-10-13 07:16:47","eland",2,"2017-10-13","07:16:47"
"KAR","KAR_B02","2018-02-06 18:31:44","baboon",1,"2018-02-06","18:31:44"
"KAR","KAR_A01","2017-11-03 11:14:08","gemsbokoryx",1,"2017-11-03","11:14:08"
"KAR","KAR_D03","2017-12-11 16:57:58","kudu",1,"2017-12-11","16:57:58"
"KAR","KAR_D01","2018-01-29 06:30:03","jackalblackbacked",2,"2018-01-29","06:30:03"
"KAR","KAR_A01","2018-01-19 03:26:33","springbok",1,"2018-01-19","03:26:33"
"KAR","KAR_E01","2017-11-01 12:48:04","kudu",4,"2017-11-01","12:48:04"
"KAR","KAR_B03","2018-02-01 18:13:33","birdother",1,"2018-02-01","18:13:33"
"KAR","KAR_C02","2018-01-08 15:33:44","gemsbokoryx",1,"2018-01-08","15:33:44"
"KAR","KAR_E03","2017-11-17 06:08:50","steenbok",1,"2017-11-17","06:08:50"
"KAR","KAR_D04","2017-10-21 05:23:49","hartebeestred",1,"2017-10-21","05:23:49"
"KAR","KAR_B02","2017-10-04 17:20:36","jackalblackbacked",1,"2017-10-04","17:20:36"
"KAR","KAR_B03","2017-12-12 07:33:50","gemsbokoryx",1,"2017-12-12","07:33:50"
"KAR","KAR_B03","2018-01-05 23:08:40","ostrich",1,"2018-01-05","23:08:40"
"KAR","KAR_E02","2018-01-12 13:28:19","jackalblackbacked",1,"2018-01-12","13:28:19"
"KAR","KAR_E01","2017-11-29 16:13:55","gemsbokoryx",1,"2017-11-29","16:13:55"
"KAR","KAR_B02","2017-10-28 09:00:21","gemsbokoryx",2,"2017-10-28","09:00:21"
"KAR","KAR_B02","2018-02-03 23:54:37","hartebeestred",1,"2018-02-03","23:54:37"
"KAR","KAR_B02","2018-01-14 03:12:04","baboon",1,"2018-01-14","03:12:04"
"KAR","KAR_B03","2017-12-28 05:55:54","eland",1,"2017-12-28","05:55:54"
"KAR","KAR_A02","2017-12-28 21:00:20","gemsbokoryx",1,"2017-12-28","21:00:20"
"KAR","KAR_D01","2018-01-03 11:27:35","kudu",1,"2018-01-03","11:27:35"
"KAR","KAR_A02","2018-02-02 00:09:55","steenbok",1,"2018-02-02","00:09:55"
"KAR","KAR_B03","2017-12-11 21:42:19","gemsbokoryx",2,"2017-12-11","21:42:19"
"KAR","KAR_A01","2017-12-03 00:12:05","kudu",1,"2017-12-03","00:12:05"
"KAR","KAR_A02","2018-01-26 20:51:09","birdother",1,"2018-01-26","20:51:09"
"KAR","KAR_E01","2017-12-11 09:07:38","baboon",1,"2017-12-11","09:07:38"
"KAR","KAR_E02","2017-11-30 06:22:46","hartebeestred",2,"2017-11-30","06:22:46"
"KAR","KAR_F02","2018-01-28 21:08:11","kudu",1,"2018-01-28","21:08:11"
"KAR","KAR_D03","2017-12-12 19:22:08","kudu",1,"2017-12-12","19:22:08"
"KAR","KAR_D03","2018-02-06 07:45:31","eland",2,"2018-02-06","07:45:31"
"KAR","KAR_D04","2017-10-20 15:05:25","jackalblackbacked",1,"2017-10-20","15:05:25"
"KAR","KAR_D01","2018-02-04 07:19:02","gemsbokoryx",1,"2018-02-04","07:19:02"
"KAR","KAR_B01","2018-01-14 14:33:53","kudu",1,"2018-01-14","14:33:53"
"KAR","KAR_D04","2018-01-27 06:03:37","gemsbokoryx",1,"2018-01-27","06:03:37"
"KAR","KAR_D03","2018-02-02 21:27:14","hartebeestred",1,"2018-02-02","21:27:14"
"KAR","KAR_A02","2018-01-11 22:47:41","baboon",1,"2018-01-11","22:47:41"
"KAR","KAR_B03","2018-02-03 06:08:44","gemsbokoryx",1,"2018-02-03","06:08:44"
"KAR","KAR_A01","2018-02-06 18:59:12","hartebeestred",1,"2018-02-06","18:59:12"
"KAR","KAR_D04","2017-11-10 08:15:39","gemsbokoryx",1,"2017-11-10","08:15:39"
"KAR","KAR_B03","2017-10-14 15:13:19","gemsbokoryx",1,"2017-10-14","15:13:19"
"KAR","KAR_B03","2018-01-30 11:35:49","gemsbokoryx",1,"2018-01-30","11:35:49"
"KAR","KAR_B03","2017-10-28 13:05:37","kudu",1,"2017-10-28","13:05:37"
"KAR","KAR_B02","2017-10-27 05:05:32","gemsbokoryx",1,"2017-10-27","05:05:32"
"KAR","KAR_A01","2018-01-29 14:19:46","reedbuckmountain",1,"2018-01-29","14:19:46"
"KAR","KAR_D04","2018-01-26 08:47:10","baboon",1,"2018-01-26","08:47:10"
"KAR","KAR_E01","2017-12-04 23:44:18","steenbok",1,"2017-12-04","23:44:18"
"KAR","KAR_A01","2017-12-25 06:19:22","lionfemale",3,"2017-12-25","06:19:22"
"KAR","KAR_E01","2018-01-13 09:08:13","gemsbokoryx",1,"2018-01-13","09:08:13"
