"nrow","TN","FN","FP","TP","FNR"
641,78,13,0,0,1
619,78,13,0,0,1
633,78,13,0,0,1
647,78,13,0,0,1
642,78,13,0,0,1
609,78,13,0,0,1
616,78,13,0,0,1
638,78,13,0,0,1
621,78,13,0,0,1
623,78,13,0,0,1
644,78,13,0,0,1
641,78,13,0,0,1
622,78,13,0,0,1
615,78,13,0,0,1
609,78,13,0,0,1
631,78,13,0,0,1
611,78,13,0,0,1
620,78,13,0,0,1
603,78,13,0,0,1
618,78,13,0,0,1
