"nrow","TN","FN","FP","TP","FNR"
602,66,25,0,0,1
610,65,25,1,0,1
583,66,25,0,0,1
616,66,25,0,0,1
605,66,25,0,0,1
589,66,25,0,0,1
590,65,25,1,0,1
577,65,25,1,0,1
604,66,25,0,0,1
586,66,25,0,0,1
552,66,25,0,0,1
600,66,25,0,0,1
601,66,25,0,0,1
591,65,25,1,0,1
569,66,25,0,0,1
575,66,25,0,0,1
604,66,25,0,0,1
585,66,25,0,0,1
594,66,25,0,0,1
598,65,25,1,0,1
